Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
1213,Apartamento,Menino Deus,Porto Alegre,965000,0,0,110.73,3,1,2,Nao,Múcio Teixeira,928,302,90150-090,RS,2020-01-15,2025-12-01,Venda,Novo,"Acreditamos que cada cliente tem uma percepção diferente de necessidade e qualidade de vida. Assim, o empreendimento busca no seu conceito a personalização das unidades para atender unicamente o desejo de cada morador. Viva a exclusividade de morar em um prédio premiado e no melhor bairro da cidade, o Menino Deus, onde você encontra a nova orla do Guaíba há poucos minutos a pé, parques, feiras, shopping, comércios, hospital e diversas atrações locais. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Menino Deus,32622
1231,Apartamento,Praia de Belas,Porto Alegre,704719.94,0,0,45.88,1,0,1,Nao,Praia de Belas,2024,,90110-000,RS,2019-11-08,2025-12-03,Venda,Novo,"Descubra uma nova Atmosfera. Tudo o que torna sua vida magnífica em um único lugar. Empreendimento com vista extraordinária para o Guaíba, infraestrutura completa de lazer e rodeado por naturez e conveniências. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Praia de Belas,32622
1232,Apartamento,Praia de Belas,Porto Alegre,825845.44,0,0,55.95,1,0,1,Nao,Praia de Belas,2024,,90110-000,RS,2019-11-08,2025-12-03,Venda,Novo,"Descubra uma nova Atmosfera. Tudo o que torna sua vida magnífica em um único lugar. Empreendimento com vista extraordinária para o Guaíba, infraestrutura completa de lazer e rodeado por naturez e conveniências. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Praia de Belas,32622
1233,Apartamento,Praia de Belas,Porto Alegre,1971362.86,0,0,111.12,2,2,2,Nao,Praia de Belas,2024,1708,90110-000,RS,2019-11-08,2025-12-03,Venda,Novo,"Descubra uma nova Atmosfera. Tudo o que torna sua vida magnífica em um único lugar. Empreendimento com vista extraordinária para o Guaíba, infraestrutura completa de lazer e rodeado por naturez e conveniências. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Praia de Belas,32622
1244,Apartamento,Bom Fim,Porto Alegre,750000,0,0,60.72,2,1,2,Nao,Vasco da Gama,926,,90420-110,RS,2019-09-30,2025-11-19,Venda,Novo,"Conforto, elegância e praticidade são as características que definem um estlo de vida. Com esta proposta e a escolha perfeita da localização no acolhedor bairro Rio Branco, este empreendimento foi feito. Quatro opções de plantas para atender às necessidades de diferentes moradores. Projetado com atenção especial à racionalização de espaços, comodidades importantes e arquitetura envolvente, o empreendimento oferece um diferencial de qualidade em cada detalhe. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Bom Fim,32622
1254,Apartamento,Bom Fim,Porto Alegre,550000,0,0,48.63,1,1,1,Nao,Osvaldo Aranha,420,,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1255,Apartamento,Bom Fim,Porto Alegre,595000,0,0,71.85,1,1,1,Nao,Osvaldo Aranha,420,306,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1256,Apartamento,Bom Fim,Porto Alegre,760000,0,0,69.33,2,1,1,Nao,Osvaldo Aranha,420,,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1257,Apartamento,Bom Fim,Porto Alegre,735000,0,0,67.15,2,2,2,Nao,Osvaldo Aranha,420,,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1258,Apartamento,Bom Fim,Porto Alegre,870000,0,0,91.67,2,2,2,Nao,Osvaldo Aranha,420,,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1261,Apartamento,Bom Fim,Porto Alegre,420000,0,0,46.91,1,0,0,Nao,Osvaldo Aranha,420,,90035-190,RS,2019-09-28,2025-11-19,Venda,Novo,Projeto com quatro opções de plantas e totalmente desenvolvido para proporcionar um perfeito aproveitamento de espaços. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bom Fim,32622
1265,Loft,Rio Branco,Porto Alegre,910000,0,0,76.24,1,1,2,Nao,Santa Cecília,2070,602,90420-040,RS,2019-09-12,2025-11-05,Venda,Novo,"Kairós, em grego o momento oportuni, perfeito. O acerto fugaz entre o tempo e o espaço que cria uma atmosfera propícia para a ação. A felicidade é viver todos os momentos com requinte. Viva o seu momento. Apartamentos duas suítes, lofts e duplex. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Rio Branco,32622
1266,Apartamento,Rio Branco,Porto Alegre,1150000,0,0,96.62,2,2,2,Nao,Santa Cecília,2070,1102,90420-040,RS,2019-09-12,2025-11-05,Venda,Novo,"Kairós, em grego o momento oportuni, perfeito. O acerto fugaz entre o tempo e o espaço que cria uma atmosfera propícia para a ação. A felicidade é viver todos os momentos com requinte. Viva o seu momento. Apartamentos duas suítes, lofts e duplex. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Rio Branco,32622
1286,Apartamento,Partenon,Porto Alegre,366300.28,0,0,26.53,1,0,0,Nao,Cubanos,146,,91530-040,RS,2019-07-31,2025-12-03,Venda,Novo,"VIVA DE UM JEITO CONTEMPORÂNEO E CONECTADO. Quando você está perto de tudo que importa e ao lado de uma das universidades mais tradicionais do Brasil, sobra mais tempo para aproveitar e compartilhar. O empreendimento chega oferecendo um jeito diferente de morar, em um lugar completo, que integra residência, lazer e conveniência. O equilíbrio perfeito para uma vida prática. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Partenon,32622
1316,Casa em Condomínio,Ipanema,Porto Alegre,2790000,0,0,300.12,3,3,3,Nao,Coronel Marcos,1239,,91760-000,RS,2019-06-04,2025-12-04,Venda,Novo,"More com segurança a beira do Guaíba, condomínio com apenas 17 casas isoladas em terrenos individuais de até 700 m², com 03 dormitórios (todos suítes, sendo uma master com 2 cubas e banheira de hidro com box separado ) a partir de 300,12m² privativos, com espera para elevador, possibilidade de uma 4ª e ampla suite com lindo terraço. More com privacidade num empreendimento único e diferenciado na Zona Sul, com plantas que podem ser adaptadas à sua necessidade, infraestrutura enxuta com apenas salão de festas e playground o que resulta um baixo custo condominial. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Ipanema,32622
1328,Apartamento,Cidade Baixa,Porto Alegre,402241.99,0,0,24.96,1,0,0,Nao,João Pessoa,735,,90040-000,RS,2019-05-07,2025-12-03,Venda,Novo,"O empreendimento perfeito para quem busca combinar o conforto do dia a dia com um pouco da agitação da vida noturna. Foi pensado para pessoas com um estilo de vida moderno e para investidores que buscam por inovação no mercado imobiliário. Com vista panorâmica para o Parque da Redenção, o empreendimento conta com uma localização privilegiada, próximo as principais universidades e vias de transporte da cidade. Conta também com uma infraestrutura de lazer completa no rooftop do empreendimento e serviços no condomínio para o bem-estar e qualidade de vida dos moradores. Unidades com metragens de 25 à 34m². Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Cidade Baixa,32622
1330,Apartamento,Petrópolis,Porto Alegre,530012,0,0,29.16,1,0,0,Nao,Curvelo,100,,90410-010,RS,2019-04-24,2025-12-03,Venda,Novo,"Encarar a vida de um novo jeito também é encarar o mundo de uma nova forma. O Empreendimento oferece uma vista panorâmica completa da cidade através do seu rooftop. Cenário perfeito para olhar a vida com outros olhos. Conta também com um espaço exclusivo voltado para o lazer, o descanso e os momentos de contemplação. São diversos ambientes pensados em todos os tipos de experiências e celebrações. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Petrópolis,32622
1331,Apartamento,Petrópolis,Porto Alegre,637304,0,0,36.85,1,0,0,Nao,Curvelo,100,,90410-010,RS,2019-04-24,2025-12-03,Venda,Novo,"Encarar a vida de um novo jeito também é encarar o mundo de uma nova forma. O Empreendimento oferece uma vista panorâmica completa da cidade através do seu rooftop. Cenário perfeito para olhar a vida com outros olhos. Conta também com um espaço exclusivo voltado para o lazer, o descanso e os momentos de contemplação. São diversos ambientes pensados em todos os tipos de experiências e celebrações. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Petrópolis,32622
1332,Apartamento,Petrópolis,Porto Alegre,611270,0,0,40.95,1,0,0,Nao,Curvelo,100,,90410-010,RS,2019-04-24,2025-12-03,Venda,Novo,"Encarar a vida de um novo jeito também é encarar o mundo de uma nova forma. O Empreendimento oferece uma vista panorâmica completa da cidade através do seu rooftop. Cenário perfeito para olhar a vida com outros olhos. Conta também com um espaço exclusivo voltado para o lazer, o descanso e os momentos de contemplação. São diversos ambientes pensados em todos os tipos de experiências e celebrações. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Petrópolis,32622
1337,Apartamento,Menino Deus,Porto Alegre,990000,0,0,90.73,3,1,2,Nao,Dona Amélia,160,,90810-190,RS,2019-04-23,2025-12-02,Venda,Novo,"Viva em harmonia com a natureza sem abrir mão de estar perto de tudo. Nos altos do Guaíba você sente a brisa no rosto e convive com o melhor pôr do sol da cidade, junto ao Meino Deus e a Zona Sul. E próximo de shoppings, museus, hospitais, escolas, parques e tudo mais que você precisar. Conheça o empreendimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Menino Deus,32622
789,Apartamento,Mont Serrat,Porto Alegre,750000,0,0,58.93,2,1,1,Nao,Eudoro Berlink,343,,90450-030,RS,2021-04-13,2025-11-19,Venda,Novo,"Apartamentos com 1 e 2 dormitórios, com vaga em um belíssimo empreendimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
790,Apartamento,Mont Serrat,Porto Alegre,850000,0,0,67.25,2,2,1,Nao,Eudoro Berlink,343,,90450-030,RS,2021-04-13,2025-11-19,Venda,Novo,"Apartamentos com 1 e 2 dormitórios, com vaga em um belíssimo empreendimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
791,Apartamento,Mont Serrat,Porto Alegre,910000,0,0,84.44,2,1,1,Nao,Eudoro Berlink,343,404,90450-030,RS,2021-04-13,2025-11-19,Venda,Novo,"Apartamentos com 1 e 2 dormitórios, com vaga em um belíssimo empreendimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
792,Apartamento,Mont Serrat,Porto Alegre,1100000,0,0,101.36,2,2,1,Nao,Eudoro Berlink,343,405,90450-030,RS,2021-04-13,2025-11-19,Venda,Novo,"Apartamentos com 1 e 2 dormitórios, com vaga em um belíssimo empreendimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
800,Empreendimento,Mont Serrat,Porto Alegre,0,0,0,0,0,0,0,Nao,Anita Garibaldi,51,19134,90450-001,RS,2021-04-07,2025-12-04,Venda,Novo, Morar bem é estar próximo de tudo o que você precisa. Surpreenda-se com cada detalhe. O Anita Green Homes traz para você o conceito de comfort living ? uma forma inteligente de viver bem. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Mont Serrat,32622
801,Apartamento,Mont Serrat,Porto Alegre,3124763,0,0,192.6,3,3,3,Nao,Anita Garibaldi,51,,90450-001,RS,2021-04-07,2025-12-02,Venda,Novo, Morar bem é estar próximo de tudo o que você precisa. Surpreenda-se com cada detalhe. O Anita Green Homes traz para você o conceito de comfort living ? uma forma inteligente de viver bem. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Mont Serrat,32622
802,Apartamento,Mont Serrat,Porto Alegre,2690636,0,0,155.76,3,3,2,Nao,Anita Garibaldi,51,,90450-001,RS,2021-04-07,2025-12-02,Venda,Novo, Morar bem é estar próximo de tudo o que você precisa. Surpreenda-se com cada detalhe. O Anita Green Homes traz para você o conceito de comfort living ? uma forma inteligente de viver bem. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Mont Serrat,32622
803,Apartamento,Mont Serrat,Porto Alegre,1304367,0,0,75.56,2,1,1,Nao,Anita Garibaldi,51,,90450-001,RS,2021-04-07,2025-12-02,Venda,Novo, Morar bem é estar próximo de tudo o que você precisa. Surpreenda-se com cada detalhe. O Anita Green Homes traz para você o conceito de comfort living ? uma forma inteligente de viver bem. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Mont Serrat,32622
819,Apartamento,Mont Serrat,Porto Alegre,793300,0,0,47.51,1,1,1,Nao,Artur Rocha,530,,90450-170,RS,2021-03-31,2025-11-11,Venda,Novo,"Pré-lançamento do Tribeca, um projeto inspirado na arquitetura novaiorquina aqui, no coração do Mont Serrat. Apartamentos de 1 e 2 suítes, com opções gardens, duplex e coberturas Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
821,Apartamento,Mont Serrat,Porto Alegre,1428200,0,0,81.09,2,2,2,Nao,Artur Rocha,530,505,90450-170,RS,2021-03-31,2025-11-11,Venda,Novo,"Pré-lançamento do Tribeca, um projeto inspirado na arquitetura novaiorquina aqui, no coração do Mont Serrat. Apartamentos de 1 e 2 suítes, com opções gardens, duplex e coberturas Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Mont Serrat,32622
965,Apartamento,Bela Vista,Porto Alegre,4991954.41,0,280,232.7,3,3,4,Nao,Antônio Parreiras,153,,90450-050,RS,2020-12-02,2025-11-24,Venda,Novo,Mais que um lugar moderno para morar. Um projeto conectado ao seu estilo. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.,,Bela Vista,32622
990,Apartamento,Boa Vista,Porto Alegre,890502.14,0,0,70.44,2,1,2,Nao,Atanásio Belmonte,236,,90520-550,RS,2020-11-20,2025-12-04,Venda,Novo,"Mais que um lugar moderno para morar. Um projeto conectado ao seu estilo. Feito para conviver, compartilhar e se relacionar. Onde a combinação de diferentes espaços possibilita uma maneira de viver verdadeiramente mais alegre e saudável. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Boa Vista,32622
991,Apartamento,Boa Vista,Porto Alegre,915466.89,0,0,80.37,2,2,2,Nao,Atanásio Belmonte,236,,90520-550,RS,2020-11-20,2025-12-04,Venda,Novo,"Mais que um lugar moderno para morar. Um projeto conectado ao seu estilo. Feito para conviver, compartilhar e se relacionar. Onde a combinação de diferentes espaços possibilita uma maneira de viver verdadeiramente mais alegre e saudável. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Boa Vista,32622
994,Apartamento,Rio Branco,Porto Alegre,4010136.27,0,250,219.85,3,3,3,Nao,Coronel Paulino Teixeira,190,,90420-160,RS,2020-11-20,2025-12-04,Venda,Novo,"Conectado à natureza. Integrado à diversas facilidades. Localizado no Rio Branco, junto ao bairro Moinhos de Vento, escolas, supermercados, restaurantes e diversas outras conveniências. The Park inspired by Dror oferece apartamentos com plantas pensadas para proporcionar conforto e comodidade para toda sua família. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Rio Branco,32622
995,Apartamento,Rio Branco,Porto Alegre,2270832.51,0,0,143.82,3,3,2,Nao,Coronel Paulino Teixeira,190,,90420-160,RS,2020-11-20,2025-12-04,Venda,Novo,"Conectado à natureza. Integrado à diversas facilidades. Localizado no Rio Branco, junto ao bairro Moinhos de Vento, escolas, supermercados, restaurantes e diversas outras conveniências. The Park inspired by Dror oferece apartamentos com plantas pensadas para proporcionar conforto e comodidade para toda sua família. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Rio Branco,32622
996,Apartamento,Rio Branco,Porto Alegre,2938997,0,0,170.82,3,3,3,Nao,Coronel Paulino Teixeira,190,,90420-160,RS,2020-11-20,2025-12-04,Venda,Novo,"Conectado à natureza. Integrado à diversas facilidades. Localizado no Rio Branco, junto ao bairro Moinhos de Vento, escolas, supermercados, restaurantes e diversas outras conveniências. The Park inspired by Dror oferece apartamentos com plantas pensadas para proporcionar conforto e comodidade para toda sua família. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",,Rio Branco,32622
